"","x","gen_rating"
"13410","Biography",5.5
"13411","Comedy",5.5
"13412","Drama",5.5
"13413","Romance",5.5
"13414","Documentary",5.5
"13415","Drama",5.5
"13416","Comedy",5.5
"13417","Drama",5.5
"13418","Romance",5.5
"13419","Comedy",5.5
"13420","Drama",5.5
"13421","Romance",5.5
"13422","Comedy",5.5
"13423","Drama",5.5
"13424","Drama",5.5
"13425","Mystery",5.5
"13426","Thriller",5.5
"13427","Comedy",5.5
"13428","Drama",5.5
"13429","Crime",5.5
"13430","Drama",5.5
"13431","Documentary",5.5
"13432","Music",5.5
"13433","Comedy",5.5
"13434","Drama",5.5
"13435","Comedy",5.5
"13436","Drama",5.5
"13437","Romance",5.5
"13438","Comedy",5.5
"13439","Drama",5.5
"13440","Music",5.5
"13441","Documentary",5.5
"13442","Comedy",5.5
"13443","Drama",5.5
"13444","Romance",5.5
"13445","Sport",5.5
"13446","Comedy",5.5
"13447","Fantasy",5.5
"13448","Mystery",5.5
"13449","Adventure",5.5
"13450","Comedy",5.5
"13451","Family",5.5
"13452","Fantasy",5.5
"13453","Horror",5.5
"13454","Drama",5.5
"13455","Crime",5.5
"13456","Drama",5.5
"13457","Mystery",5.5
"13458","Drama",5.5
"13459","Romance",5.5
"13460","Comedy",5.5
"13461","Comedy",5.5
"13462","Sci-Fi",5.5
"13463","Drama",5.5
"13464","Romance",5.5
"13465","Comedy",5.5
"13466","Drama",5.5
"13467","Drama",5.5
"13468","Comedy",5.5
"13469","Romance",5.5
"13470","Drama",5.5
"13471","Crime",5.5
"13472","Drama",5.5
"13473","Comedy",5.5
"13474","Drama",5.5
"13475","Fantasy",5.5
"13476","Romance",5.5
"13477","Drama",5.5
"13478","Romance",5.5
"13479","Sci-Fi",5.5
"13480","Comedy",5.5
"13481","Drama",5.5
"13482","Romance",5.5
"13483","Drama",5.5
"13484","Fantasy",5.5
"13485","Thriller",5.5
"13486","Biography",5.5
"13487","Crime",5.5
"13488","Documentary",5.5
"13489","History",5.5
"13490","Crime",5.5
"13491","Documentary",5.5
"13492","War",5.5
"13493","Documentary",5.5
"13494","Sport",5.5
"13495","Drama",5.5
"13496","Comedy",5.5
"13497","Drama",5.5
"13498","Adventure",5.5
"13499","Biography",5.5
"13500","Documentary",5.5
"13501","Drama",5.5
"13502","Documentary",5.5
"13503","Action",5.5
"13504","Drama",5.5
"13505","Thriller",5.5
"13506","Horror",5.5
"13507","Comedy",5.5
"13508","Crime",5.5
"13509","Thriller",5.5
"13510","Comedy",5.5
"13511","Crime",5.5
"13512","Crime",5.5
"13513","Drama",5.5
"13514","Romance",5.5
"13515","Comedy",5.5
"13516","Drama",5.5
"13517","Action",5.5
"13518","Comedy",5.5
"13519","Fantasy",5.5
"13520","Sci-Fi",5.5
"13521","Comedy",5.5
"13522","Romance",5.5
"13523","Crime",5.5
"13524","Drama",5.5
"13525","Thriller",5.5
"13526","Drama",5.5
"13527","Sci-Fi",5.5
"13528","Comedy",5.5
"13529","Drama",5.5
"13530","Sci-Fi",5.5
"13531","Comedy",5
"13532","Drama",5
"13533","Action",5
"13534","Adventure",5
"13535","Comedy",5
"13536","Fantasy",5
"13537","Sci-Fi",5
"13538","Action",5
"13539","Drama",5
"13540","Comedy",5
"13541","Drama",5
"13542","Crime",5
"13543","Drama",5
"13544","Romance",5
"13545","Comedy",5
"13546","Family",5
"13547","Drama",5
"13548","Romance",5
"13549","Comedy",5
"13550","Drama",5
"13551","Crime",5
"13552","Drama",5
"13553","Thriller",5
"13554","Comedy",5
"13555","Drama",5
"13556","Drama",5
"13557","Drama",5
"13558","Drama",5
"13559","Comedy",5
"13560","Horror",5
"13561","Sci-Fi",5
"13562","Horror",5
"13563","Drama",5
"13564","Romance",5
"13565","Comedy",5
"13566","Drama",5
"13567","Romance",5
"13568","Comedy",5
"13569","Music",5
"13570","Western",5
"13571","Horror",5
"13572","Thriller",5
"13573","Horror",5
"13574","Mystery",5
"13575","Drama",5
"13576","Thriller",5
"13577","Drama",5
"13578","Musical",5
"13579","Sci-Fi",5
"13580","Horror",5
"13581","Action",5
"13582","Comedy",5
"13583","Horror",5
"13584","Drama",5
"13585","Crime",5
"13586","Drama",5
"13587","Mystery",5
"13588","Thriller",5
"13589","Drama",5
"13590","Romance",5
"13591","Sci-Fi",5
"13592","Horror",5
"13593","Thriller",5
"13594","Comedy",5
"13595","Drama",5
"13596","Comedy",5
"13597","Romance",5
"13598","Documentary",5
"13599","News",5
"13600","Crime",5
"13601","Drama",5
"13602","Romance",5
"13603","Comedy",5
"13604","Drama",5
"13605","Horror",5
"13606","Crime",5
"13607","Drama",5
"13608","Thriller",5
"13609","Drama",5
"13610","Thriller",5
"13611","Drama",5
"13612","Biography",5
"13613","Drama",5
"13614","Romance",5
"13615","Comedy",5
"13616","Fantasy",5
"13617","Thriller",5
"13618","Animation",5
"13619","Drama",5
"13620","Family",5
"13621","Comedy",5
"13622","Romance",5
"13623","Sport",5
"13624","Action",5
"13625","Drama",5
"13626","Thriller",5
"13627","Comedy",5
"13628","Drama",5
"13629","Romance",5
"13630","Drama",5
"13631","Drama",5
"13632","Comedy",5
"13633","Comedy",5
"13634","Drama",5
"13635","Romance",5
"13636","Drama",5
"13637","Fantasy",5
"13638","Sci-Fi",5
"13639","Crime",5
"13640","Drama",5
"13641","Thriller",5
"13642","Action",5
"13643","Comedy",5
"13644","Drama",5
"13645","Sci-Fi",5
"13646","Mystery",5
"13647","Thriller",5
"13648","Drama",5
"13649","Mystery",5
"13650","Thriller",5
"13651","Comedy",5
"13652","Drama",5
"13653","Drama",5
"13654","Romance",5
"13655","Drama",5
"13656","Romance",5
"13657","Crime",5
"13658","Drama",5
"13659","Romance",5
"13660","Drama",5
"13661","Drama",5
"13662","Drama",5
"13663","Thriller",5
"13664","Crime",5
"13665","Drama",5
"13666","Romance",5
"13667","Drama",5
"13668","Comedy",5
"13669","Comedy",5
"13670","Horror",5
"13671","Action",5
"13672","Adventure",5
"13673","Drama",5
"13674","War",5
"13675","Horror",5
"13676","Sci-Fi",5
"13677","Short",5
"13678","Thriller",5
"13679","Comedy",5
"13680","Drama",5
"13681","Music",5
"13682","Documentary",5
"13683","War",5
"13684","Action",5
"13685","Adventure",5
"13686","Animation",5
"13687","Comedy",5
"13688","Fantasy",5
"13689","Sci-Fi",5
"13690","Comedy",5
"13691","Drama",5
"13692","Romance",5
"13693","Comedy",5
"13694","Documentary",5
"13695","Crime",5
"13696","Horror",7.7
"13697","Thriller",7.7
"13698","Horror",7.7
"13699","Drama",7.7
"13700","Fantasy",7.7
"13701","Horror",7.7
"13702","Mystery",7.7
"13703","Thriller",7.7
"13704","Drama",7.7
"13705","Drama",7.7
"13706","Crime",7.7
"13707","Drama",7.7
"13708","Horror",7.7
"13709","Thriller",7.7
"13710","Horror",7.7
"13711","Horror",7.7
"13712","Thriller",7.7
"13713","Western",7.7
"13714","Documentary",7.7
"13715","Drama",7.7
"13716","Sport",7.7
"13717","Documentary",7.7
"13718","Music",7.7
"13719","Action",7.7
"13720","Adventure",7.7
"13721","Fantasy",7.7
"13722","Sci-Fi",7.7
"13723","Crime",7.7
"13724","Drama",7.7
"13725","Drama",7.7
"13726","Mystery",7.7
"13727","Thriller",7.7
"13728","Drama",7.7
"13729","Music",7.7
"13730","Romance",7.7
"13731","Action",7.7
"13732","Adventure",7.7
"13733","Drama",7.7
"13734","Romance",7.7
"13735","Horror",7.7
"13736","Drama",7.7
"13737","Drama",7.7
"13738","Comedy",7.7
"13739","Crime",7.7
"13740","Drama",7.7
"13741","Thriller",7.7
"13742","Fantasy",7.7
"13743","Horror",7.7
"13744","Documentary",7.7
"13745","Documentary",7.7
"13746","Fantasy",7.7
"13747","Horror",7.7
"13748","Mystery",7.7
"13749","Thriller",7.7
"13750","Drama",7.7
"13751","Thriller",7.7
"13752","Comedy",7.7
"13753","Drama",7.7
"13754","Comedy",7.7
"13755","Musical",7.7
"13756","Romance",7.7
"13757","Horror",7.7
"13758","Documentary",7.7
"13759","History",7.7
"13760","Music",7.7
"13761","Comedy",7.7
"13762","Action",7.7
"13763","Crime",7.7
"13764","Drama",7.7
"13765","Mystery",7.7
"13766","Thriller",7.7
"13767","Drama",7.7
"13768","Crime",7.7
"13769","Drama",7.7
"13770","Documentary",7.7
"13771","Documentary",7.7
"13772","Action",7.7
"13773","Drama",7.7
"13774","Thriller",7.7
"13775","Comedy",7.7
"13776","Drama",7.7
"13777","Thriller",7.7
"13778","Comedy",7.7
"13779","Musical",7.7
"13780","Documentary",7.7
"13781","Drama",7.7
"13782","Romance",7.7
"13783","Comedy",7.7
"13784","Drama",7.7
"13785","Romance",7.7
"13786","Biography",7.7
"13787","Documentary",7.7
"13788","Drama",7.7
"13789","Adventure",7.7
"13790","Family",7.7
"13791","Romance",7.7
"13792","Adventure",7.7
"13793","Biography",7.7
"13794","Drama",7.7
"13795","Horror",7.7
"13796","Thriller",7.7
"13797","Comedy",7.7
"13798","Horror",7.7
"13799","Sci-Fi",7.7
"13800","Documentary",7.7
"13801","Family",7.7
"13802","Music",7.7
"13803","Comedy",7.7
"13804","Drama",7.7
"13805","Drama",7.7
"13806","Documentary",7.7
"13807","Biography",7.7
"13808","Documentary",7.7
"13809","Sport",7.7
"13810","Comedy",7.7
"13811","Drama",7.7
"13812","Romance",7.7
"13813","Drama",7.7
"13814","Documentary",7.7
"13815","Drama",7.7
"13816","Music",7.7
"13817","Comedy",7.7
"13818","Crime",7.7
"13819","Family",7.7
"13820","Drama",7.7
"13821","Crime",7.7
"13822","Drama",7.7
"13823","Crime",7.7
"13824","Drama",7.7
"13825","Romance",7.7
"13826","Comedy",7.7
"13827","Romance",7.7
"13828","Crime",7.7
"13829","Drama",7.7
"13830","Thriller",7.7
"13831","Comedy",7.7
"13832","Drama",7.7
"13833","Comedy",7.7
"13834","Drama",7.7
"13835","Romance",7.7
"13836","Documentary",7.7
"13837","Action",7.7
"13838","Adventure",7.7
"13839","Drama",7.7
"13840","Documentary",7.7
"13841","Sport",7.7
"13842","Comedy",7.7
"13843","Music",7.7
"13844","Romance",7.7
"13845","Comedy",7.7
"13846","Comedy",7.7
"13847","Fantasy",7.7
"13848","Horror",7.7
"13849","Adventure",7.7
"13850","Animation",7.7
"13851","Comedy",7.7
"13852","Family",7.7
"13853","Fantasy",7.7
"13854","Sci-Fi",7.7
"13855","Comedy",7.7
"13856","Romance",7.7
"13857","Drama",7.7
"13858","Sport",7.7
"13859","Drama",7.7
"13860","Sci-Fi",7.7
"13861","Thriller",7.7
"13862","Drama",6.6
"13863","Comedy",6.6
"13864","Comedy",6.6
"13865","Horror",6.6
"13866","Comedy",6.6
"13867","Crime",6.6
"13868","Biography",6.6
"13869","Documentary",6.6
"13870","Music",6.6
"13871","Drama",6.6
"13872","Drama",6.6
"13873","Thriller",6.6
"13874","Thriller",6.6
"13875","Documentary",6.6
"13876","Drama",6.6
"13877","Romance",6.6
"13878","Comedy",6.6
"13879","Horror",6.6
"13880","History",6.6
"13881","Action",6.6
"13882","Mystery",6.6
"13883","Thriller",6.6
"13884","Comedy",6.6
"13885","Drama",6.6
"13886","Mystery",6.6
"13887","Thriller",6.6
"13888","Crime",6.6
"13889","Drama",6.6
"13890","Action",6.6
"13891","Romance",6.6
"13892","Sport",6.6
"13893","Horror",6.6
"13894","Musical",6.6
"13895","Comedy",6.6
"13896","Mystery",6.6
"13897","Thriller",6.6
"13898","Family",6.6
"13899","Action",6.6
"13900","Biography",6.6
"13901","Documentary",6.6
"13902","Sport",6.6
"13903","Family",6.6
"13904","Adventure",6.6
"13905","Family",6.6
"13906","Fantasy",6.6
"13907","Action",6.6
"13908","Comedy",6.6
"13909","Horror",6.6
"13910","Sci-Fi",6.6
"13911","Crime",6.6
"13912","Drama",6.6
"13913","Drama",6.6
"13914","History",6.6
"13915","War",6.6
"13916","Action",6.6
"13917","Comedy",6.6
"13918","Drama",6.6
"13919","Romance",6.6
"13920","Comedy",6.6
"13921","Horror",6.6
"13922","Musical",6.6
"13923","Comedy",6.6
"13924","Romance",6.6
"13925","Comedy",6.6
"13926","Musical",6.6
"13927","Romance",6.6
"13928","Documentary",6.6
"13929","Comedy",6.6
"13930","Drama",6.6
"13931","Romance",6.6
"13932","Comedy",6.6
"13933","Drama",6.6
"13934","Music",6.6
"13935","Romance",6.6
"13936","Drama",6.6
"13937","Horror",6.6
"13938","Mystery",6.6
"13939","Thriller",6.6
"13940","Comedy",6.6
"13941","Crime",6.6
"13942","Drama",6.6
"13943","Thriller",6.6
"13944","Horror",6.6
"13945","Documentary",6.6
"13946","Sport",6.6
"13947","Adventure",6.6
"13948","Comedy",6.6
"13949","Fantasy",6.6
"13950","Drama",6.6
"13951","Comedy",6.6
"13952","Fantasy",6.6
"13953","Horror",6.6
"13954","Musical",6.6
"13955","Drama",6.6
"13956","Fantasy",6.6
"13957","Sci-Fi",6.6
"13958","Thriller",6.6
"13959","Biography",6.6
"13960","Documentary",6.6
"13961","Documentary",6.6
"13962","Comedy",6.6
"13963","Horror",6.6
"13964","Horror",6.6
"13965","Animation",6.6
"13966","Comedy",6.6
"13967","Drama",6.6
"13968","Comedy",6.6
"13969","Romance",6.6
"13970","Horror",6.6
"13971","Thriller",6.6
"13972","Comedy",6.6
"13973","Drama",6.6
"13974","Romance",6.6
"13975","Drama",6.6
"13976","Horror",6.6
"13977","Mystery",6.6
"13978","Thriller",6.6
"13979","Drama",6.6
"13980","Thriller",6.6
"13981","Drama",6.6
"13982","Drama",6.6
"13983","History",6.6
"13984","War",6.6
"13985","Documentary",6.6
"13986","Musical",6.6
"13987","Romance",6.6
"13988","Fantasy",6.6
"13989","Horror",6.6
"13990","Horror",6.6
"13991","Thriller",6.6
"13992","Documentary",6.6
"13993","History",6.6
"13994","Documentary",6.6
"13995","Sport",6.6
"13996","Action",6.6
"13997","Drama",6.6
"13998","Documentary",6.6
"13999","Action",6.6
"14000","Adventure",6.6
"14001","Drama",6.6
"14002","Sci-Fi",6.6
"14003","Family",6.6
"14004","Sci-Fi",6.6
"14005","Horror",6.6
"14006","Thriller",6.6
"14007","Crime",6.6
"14008","Drama",6.6
"14009","Animation",6.6
"14010","Drama",6.6
"14011","Comedy",6.6
"14012","Romance",6.6
"14013","Drama",6.6
"14014","Thriller",6.6
"14015","Biography",6.6
"14016","Documentary",6.6
"14017","Music",6.6
"14018","Comedy",6.6
"14019","Drama",6.6
"14020","Action",6.6
"14021","Fantasy",6.6
"14022","Horror",6.6
"14023","Mystery",6.6
"14024","Thriller",6.6
"14025","Comedy",6.6
"14026","Romance",6.6
"14027","Comedy",6.6
"14028","Drama",6.6
"14029","Drama",5.7
"14030","Drama",5.7
"14031","Drama",5.7
"14032","Drama",5.7
"14033","Crime",5.7
"14034","Drama",5.7
"14035","Romance",5.7
"14036","Documentary",5.7
"14037","Documentary",5.7
"14038","Drama",5.7
"14039","Romance",5.7
"14040","Drama",5.7
"14041","Romance",5.7
"14042","Drama",5.7
"14043","Sport",5.7
"14044","Action",5.7
"14045","Thriller",5.7
"14046","Drama",5.7
"14047","Fantasy",5.7
"14048","Musical",5.7
"14049","Romance",5.7
"14050","Drama",5.7
"14051","Music",5.7
"14052","Action",5.7
"14053","Comedy",5.7
"14054","Sci-Fi",5.7
"14055","Sport",5.7
"14056","Thriller",5.7
"14057","Horror",5.7
"14058","Comedy",5.7
"14059","Drama",5.7
"14060","Romance",5.7
"14061","Drama",5.7
"14062","Musical",5.7
"14063","Romance",5.7
"14064","Horror",5.7
"14065","Mystery",5.7
"14066","Comedy",5.7
"14067","Crime",5.7
"14068","Drama",5.7
"14069","Horror",5.7
"14070","Mystery",5.7
"14071","Thriller",5.7
"14072","Biography",5.7
"14073","Crime",5.7
"14074","Drama",5.7
"14075","Thriller",5.7
"14076","Comedy",5.7
"14077","Drama",5.7
"14078","Romance",5.7
"14079","Comedy",5.7
"14080","Drama",5.7
"14081","Romance",5.7
"14082","Action",5.7
"14083","Adventure",5.7
"14084","Mystery",5.7
"14085","Romance",5.7
"14086","Thriller",5.7
"14087","Crime",5.7
"14088","Drama",5.7
"14089","Romance",5.7
"14090","Comedy",5.7
"14091","Drama",5.7
"14092","Romance",5.7
"14093","Comedy",5.7
"14094","Drama",5.7
"14095","Comedy",5.7
"14096","Drama",5.7
"14097","Romance",5.7
"14098","Action",5.7
"14099","Crime",5.7
"14100","Drama",5.7
"14101","Mystery",5.7
"14102","Sci-Fi",5.7
"14103","Thriller",5.7
"14104","Comedy",5.7
"14105","Romance",5.7
"14106","Animation",5.7
"14107","Comedy",5.7
"14108","Drama",5.7
"14109","Fantasy",5.7
"14110","Sci-Fi",5.7
"14111","Drama",5.7
"14112","Mystery",5.7
"14113","Thriller",5.7
"14114","Drama",5.7
"14115","Romance",5.7
"14116","Horror",5.7
"14117","Comedy",5.7
"14118","Music",5.7
"14119","Comedy",5.7
"14120","Drama",5.7
"14121","Drama",5.7
"14122","Thriller",5.7
"14123","Crime",5.7
"14124","Drama",5.7
"14125","Drama",5.7
"14126","Drama",5.7
"14127","Thriller",5.7
"14128","Mystery",5.7
"14129","Thriller",5.7
"14130","Sci-Fi",5.7
"14131","Drama",5.7
"14132","Musical",5.7
"14133","Drama",5.7
"14134","Action",5.7
"14135","Drama",5.7
"14136","Fantasy",5.7
"14137","Sci-Fi",5.7
"14138","Drama",5.7
"14139","Family",5.7
"14140","Comedy",5.7
"14141","Short",5.7
"14142","Crime",5.7
"14143","Drama",5.7
"14144","Documentary",5.7
"14145","Horror",5.7
"14146","Thriller",5.7
"14147","Fantasy",5.7
"14148","Romance",5.7
"14149","Family",5.7
"14150","Documentary",5.7
"14151","Drama",5.7
"14152","Romance",5.7
"14153","War",5.7
"14154","Comedy",5.7
"14155","Comedy",5.7
"14156","Music",5.7
"14157","Romance",5.7
"14158","Action",5.7
"14159","Biography",5.7
"14160","Crime",5.7
"14161","Drama",5.7
"14162","Adventure",5.7
"14163","Drama",5.7
"14164","Fantasy",5.7
"14165","Thriller",5.7
"14166","Western",5.7
"14167","Documentary",5.7
"14168","Drama",5.7
"14169","Comedy",5.7
"14170","Drama",5.7
"14171","Adventure",5.7
"14172","Horror",5.7
"14173","Sci-Fi",5.7
"14174","Adventure",5.7
"14175","Drama",5.7
"14176","Family",5.7
"14177","Fantasy",5.7
"14178","Sci-Fi",5.7
"14179","Action",5.7
"14180","Adventure",5.7
"14181","Sci-Fi",5.7
"14182","Thriller",5.7
"14183","Comedy",5.7
"14184","Drama",5.7
"14185","Action",5.7
"14186","Drama",5.7
"14187","Western",5.7
"14188","Comedy",5.7
"14189","Drama",5.7
"14190","History",5.7
"14191","Musical",5.7
"14192","Romance",5.7
"14193","Documentary",5.7
"14194","Drama",5.7
"14195","Drama",5.7
"14196","Comedy",5.7
"14197","Drama",5.8
"14198","Romance",5.8
"14199","Drama",5.8
"14200","Music",5.8
"14201","Documentary",5.8
"14202","History",5.8
"14203","Music",5.8
"14204","Crime",5.8
"14205","Drama",5.8
"14206","Thriller",5.8
"14207","Crime",5.8
"14208","Horror",5.8
"14209","Mystery",5.8
"14210","Thriller",5.8
"14211","Comedy",5.8
"14212","Drama",5.8
"14213","Horror",5.8
"14214","Sci-Fi",5.8
"14215","Thriller",5.8
"14216","Comedy",5.8
"14217","Drama",5.8
"14218","Horror",5.8
"14219","Romance",5.8
"14220","Comedy",5.8
"14221","Horror",5.8
"14222","Mystery",5.8
"14223","Thriller",5.8
"14224","Documentary",5.8
"14225","Drama",5.8
"14226","Fantasy",5.8
"14227","Comedy",5.8
"14228","Drama",5.8
"14229","Romance",5.8
"14230","Drama",5.8
"14231","Romance",5.8
"14232","Sci-Fi",5.8
"14233","Crime",5.8
"14234","Documentary",5.8
"14235","Drama",5.8
"14236","Family",5.8
"14237","Drama",5.8
"14238","Music",5.8
"14239","Mystery",5.8
"14240","Romance",5.8
"14241","Sci-Fi",5.8
"14242","Comedy",5.8
"14243","Drama",5.8
"14244","Music",5.8
"14245","Drama",5.8
"14246","Sci-Fi",5.8
"14247","Thriller",5.8
"14248","Drama",5.8
"14249","Drama",5.8
"14250","Family",5.8
"14251","Drama",5.8
"14252","Romance",5.8
"14253","Comedy",5.8
"14254","Romance",5.8
"14255","Documentary",5.8
"14256","Drama",5.8
"14257","Drama",5.8
"14258","Romance",5.8
"14259","Sci-Fi",5.8
"14260","Thriller",5.8
"14261","Crime",5.8
"14262","Drama",5.8
"14263","Thriller",5.8
"14264","Drama",5.8
"14265","Comedy",5.8
"14266","Drama",5.8
"14267","Romance",5.8
"14268","Drama",5.8
"14269","Music",5.8
"14270","Romance",5.8
"14271","Comedy",5.8
"14272","Documentary",5.8
"14273","Horror",5.8
"14274","Action",5.8
"14275","Drama",5.8
"14276","Sport",5.8
"14277","Horror",5.8
"14278","Thriller",5.8
"14279","Animation",5.8
"14280","Comedy",5.8
"14281","Family",5.8
"14282","Adventure",5.8
"14283","Documentary",5.8
"14284","Documentary",5.8
"14285","Documentary",5.8
"14286","Documentary",5.8
"14287","Fantasy",5.8
"14288","Horror",5.8
"14289","Thriller",5.8
"14290","Drama",5.8
"14291","Drama",5.8
"14292","Mystery",5.8
"14293","Sci-Fi",5.8
"14294","Thriller",5.8
"14295","Documentary",5.8
"14296","Family",5.8
"14297","Documentary",5.8
"14298","War",5.8
"14299","Comedy",5.8
"14300","Drama",5.8
"14301","Romance",5.8
"14302","Comedy",5.8
"14303","Comedy",5.8
"14304","Drama",5.8
"14305","Horror",5.8
"14306","Mystery",5.8
"14307","Drama",5.8
"14308","Biography",5.8
"14309","Drama",5.8
"14310","Comedy",5.8
"14311","Drama",5.8
"14312","Sport",5.8
"14313","Horror",5.8
"14314","Thriller",5.8
"14315","Fantasy",5.8
"14316","Horror",5.8
"14317","Sci-Fi",5.8
"14318","Crime",5.8
"14319","Drama",5.8
"14320","Comedy",5.8
"14321","Comedy",5.8
"14322","Drama",5.8
"14323","Crime",5.8
"14324","Drama",5.8
"14325","Sport",5.8
"14326","Comedy",5.8
"14327","Horror",5.8
"14328","Sci-Fi",5.8
"14329","Family",5.8
"14330","Comedy",5.8
"14331","Crime",5.8
"14332","Drama",5.8
"14333","Horror",5.8
"14334","Thriller",5.8
"14335","Documentary",5.8
"14336","Thriller",5.8
"14337","Crime",5.8
"14338","Drama",5.8
"14339","Action",5.8
"14340","Drama",5.8
"14341","Sci-Fi",5.8
"14342","Thriller",5.8
"14343","Crime",5.8
"14344","Horror",5.8
"14345","Thriller",5.8
"14346","Biography",5.8
"14347","Documentary",5.8
"14348","Music",5.8
"14349","Crime",5.8
"14350","Horror",5.8
"14351","Thriller",5.8
"14352","Documentary",5.8
"14353","Drama",5.8
"14354","Mystery",5.8
"14355","Thriller",5.8
"14356","Comedy",5.8
"14357","Romance",5.8
"14358","Biography",5.8
"14359","Comedy",5.8
"14360","Romance",5.8
"14361","Action",5.8
"14362","Sci-Fi",5.8
"14363","Thriller",5.8
"14364","Comedy",5.8
"14365","Documentary",5.8
"14366","Drama",6
"14367","Comedy",6
"14368","Comedy",6
"14369","Drama",6
"14370","Horror",6
"14371","Sci-Fi",6
"14372","Drama",6
"14373","Comedy",6
"14374","Drama",6
"14375","Horror",6
"14376","Mystery",6
"14377","Comedy",6
"14378","Drama",6
"14379","Romance",6
"14380","Crime",6
"14381","Drama",6
"14382","Thriller",6
"14383","Comedy",6
"14384","Drama",6
"14385","Romance",6
"14386","Comedy",6
"14387","Drama",6
"14388","Romance",6
"14389","Crime",6
"14390","Drama",6
"14391","Horror",6
"14392","Comedy",6
"14393","Drama",6
"14394","Documentary",6
"14395","Fantasy",6
"14396","Horror",6
"14397","Mystery",6
"14398","Thriller",6
"14399","Documentary",6
"14400","Sci-Fi",6
"14401","Thriller",6
"14402","Biography",6
"14403","Documentary",6
"14404","Drama",6
"14405","Comedy",6
"14406","Drama",6
"14407","Comedy",6
"14408","Romance",6
"14409","Drama",6
"14410","Sci-Fi",6
"14411","Thriller",6
"14412","Horror",6
"14413","Documentary",6
"14414","Music",6
"14415","Horror",6
"14416","Thriller",6
"14417","Drama",6
"14418","Western",6
"14419","Comedy",6
"14420","Horror",6
"14421","Comedy",6
"14422","Crime",6
"14423","Drama",6
"14424","Comedy",6
"14425","Drama",6
"14426","Fantasy",6
"14427","Comedy",6
"14428","Drama",6
"14429","Comedy",6
"14430","Drama",6
"14431","Action",6
"14432","Crime",6
"14433","Drama",6
"14434","Thriller",6
"14435","Drama",6
"14436","Family",6
"14437","Action",6
"14438","Crime",6
"14439","Thriller",6
"14440","Comedy",6
"14441","Drama",6
"14442","Crime",6
"14443","Drama",6
"14444","Thriller",6
"14445","Comedy",6
"14446","Romance",6
"14447","Drama",6
"14448","Horror",6
"14449","Mystery",6
"14450","Thriller",6
"14451","Drama",6
"14452","Horror",6
"14453","Thriller",6
"14454","Comedy",6
"14455","Drama",6
"14456","Romance",6
"14457","Drama",6
"14458","Romance",6
"14459","Sci-Fi",6
"14460","Thriller",6
"14461","Comedy",6
"14462","Crime",6
"14463","Horror",6
"14464","Drama",6
"14465","Music",6
"14466","Romance",6
"14467","Drama",6
"14468","Horror",6
"14469","Crime",6
"14470","Horror",6
"14471","Mystery",6
"14472","Thriller",6
"14473","Drama",6
"14474","Comedy",6
"14475","Horror",6
"14476","Thriller",6
"14477","Crime",6
"14478","Drama",6
"14479","Drama",6
"14480","Sci-Fi",6
"14481","Thriller",6
"14482","Thriller",6
"14483","Action",6
"14484","Crime",6
"14485","Drama",6
"14486","Romance",6
"14487","Thriller",6
"14488","Crime",6
"14489","Drama",6
"14490","Comedy",6
"14491","Drama",6
"14492","Comedy",6
"14493","Drama",6
"14494","Crime",6
"14495","Drama",6
"14496","Mystery",6
"14497","Thriller",6
"14498","Drama",6
"14499","Horror",6
"14500","Thriller",6
"14501","Comedy",6
"14502","Drama",6
"14503","Romance",6
"14504","Documentary",6
"14505","Action",6
"14506","Adventure",6
"14507","Fantasy",6
"14508","Sci-Fi",6
"14509","Action",6
"14510","Adventure",6
"14511","Fantasy",6
"14512","Action",6
"14513","Adventure",6
"14514","Thriller",6
"14515","Action",6
"14516","Thriller",6
"14517","Documentary",6
"14518","Action",6
"14519","Adventure",6
"14520","Sci-Fi",6
"14521","Action",6
"14522","Adventure",6
"14523","Romance",6
"14524","Adventure",6
"14525","Animation",6
"14526","Comedy",6
"14527","Family",6
"14528","Fantasy",6
"14529","Musical",6
"14530","Romance",6
"14531","Action",6
"14532","Adventure",6
"14533","Sci-Fi",6
"14534","Adventure",6
"14535","Family",6
"14536","Fantasy",6.4
"14537","Mystery",6.4
"14538","Action",6.4
"14539","Adventure",6.4
"14540","Sci-Fi",6.4
"14541","Action",6.4
"14542","Adventure",6.4
"14543","Sci-Fi",6.4
"14544","Action",6.4
"14545","Adventure",6.4
"14546","Action",6.4
"14547","Adventure",6.4
"14548","Fantasy",6.4
"14549","Action",6.4
"14550","Adventure",6.4
"14551","Western",6.4
"14552","Action",6.4
"14553","Adventure",6.4
"14554","Fantasy",6.4
"14555","Sci-Fi",6.4
"14556","Action",6.4
"14557","Adventure",6.4
"14558","Family",6.4
"14559","Fantasy",6.4
"14560","Action",6.4
"14561","Adventure",6.4
"14562","Sci-Fi",6.4
"14563","Action",6.4
"14564","Adventure",6.4
"14565","Fantasy",6.4
"14566","Action",6.4
"14567","Adventure",6.4
"14568","Comedy",6.4
"14569","Family",6.4
"14570","Fantasy",6.4
"14571","Sci-Fi",6.4
"14572","Adventure",6.4
"14573","Fantasy",6.4
"14574","Action",6.4
"14575","Adventure",6.4
"14576","Fantasy",6.4
"14577","Action",6.4
"14578","Adventure",6.4
"14579","Drama",6.4
"14580","History",6.4
"14581","Adventure",6.4
"14582","Fantasy",6.4
"14583","Adventure",6.4
"14584","Family",6.4
