"","x","gen_rating"
"1","Action",7.9
"2","Adventure",7.1
"3","Fantasy",7.1
"4","Sci-Fi",6.8
"5","Action",6.8
"6","Adventure",6.8
"7","Fantasy",8.5
"8","Action",8.5
"9","Adventure",8.5
"10","Thriller",8.5
"11","Action",7.1
"12","Thriller",7.1
"13","Documentary",7.1
"14","Action",7.1
"15","Adventure",7.1
"16","Sci-Fi",6.6
"17","Action",6.6
"18","Adventure",6.6
"19","Romance",6.6
"20","Adventure",6.6
"21","Animation",6.6
"22","Comedy",6.2
"23","Family",6.2
"24","Fantasy",6.2
"25","Musical",6.2
"26","Romance",6.2
"27","Action",6.2
"28","Adventure",6.2
"29","Sci-Fi",7.8
"30","Adventure",7.8
"31","Family",7.8
"32","Fantasy",7.8
"33","Mystery",7.8
"34","Action",7.8
"35","Adventure",7.8
"36","Sci-Fi",7.8
"37","Action",7.5
"38","Adventure",7.5
"39","Sci-Fi",7.5
"40","Action",7.5
"41","Adventure",7.5
"42","Action",7.5
"43","Adventure",7.5
"44","Fantasy",7.5
"45","Action",7.5
"46","Adventure",7.5
"47","Western",7.5
"48","Action",7.5
"49","Adventure",7.5
"50","Fantasy",7.5
"51","Sci-Fi",7.5
"52","Action",7.5
"53","Adventure",7.5
"54","Family",7.5
"55","Fantasy",7.5
"56","Action",6.9
"57","Adventure",6.9
"58","Sci-Fi",6.9
"59","Action",6.9
"60","Adventure",6.9
"61","Fantasy",6.9
"62","Action",6.9
"63","Adventure",6.9
"64","Comedy",6.9
"65","Family",6.9
"66","Fantasy",6.9
"67","Sci-Fi",6.1
"68","Adventure",6.1
"69","Fantasy",6.1
"70","Action",6.1
"71","Adventure",6.1
"72","Fantasy",6.1
"73","Action",6.1
"74","Adventure",6.1
"75","Drama",6.1
"76","History",6.1
"77","Adventure",6.1
"78","Fantasy",6.1
"79","Adventure",6.7
"80","Family",6.7
"81","Fantasy",6.7
"82","Action",6.7
"83","Adventure",6.7
"84","Drama",6.7
"85","Romance",6.7
"86","Drama",6.7
"87","Romance",6.7
"88","Action",6.7
"89","Adventure",6.7
"90","Sci-Fi",6.7
"91","Action",6.7
"92","Adventure",7.3
"93","Sci-Fi",7.3
"94","Thriller",7.3
"95","Action",7.3
"96","Adventure",7.3
"97","Sci-Fi",7.3
"98","Thriller",7.3
"99","Action",7.3
"100","Adventure",7.3
"101","Thriller",7.3
"102","Action",7.3
"103","Adventure",7.3
"104","Fantasy",7.3
"105","Romance",7.3
"106","Action",6.5
"107","Adventure",6.5
"108","Sci-Fi",6.5
"109","Adventure",6.5
"110","Family",6.5
"111","Fantasy",6.5
"112","Action",6.5
"113","Adventure",6.5
"114","Fantasy",6.5
"115","Sci-Fi",6.5
"116","Thriller",6.5
"117","Adventure",6.5
"118","Animation",6.5
"119","Comedy",6.5
"120","Family",6.5
"121","Fantasy",7.2
"122","Action",7.2
"123","Adventure",7.2
"124","Sci-Fi",7.2
"125","Action",7.2
"126","Adventure",7.2
"127","Sci-Fi",7.2
"128","Adventure",7.2
"129","Family",7.2
"130","Fantasy",7.2
"131","Action",7.2
"132","Adventure",7.2
"133","Fantasy",7.2
"134","Sci-Fi",7.2
"135","Action",7.2
"136","Adventure",7.2
"137","Sci-Fi",6.6
"138","Adventure",6.6
"139","Animation",6.6
"140","Comedy",6.6
"141","Family",6.6
"142","Sport",6.6
"143","Action",6.6
"144","Adventure",6.6
"145","Sci-Fi",6.6
"146","Adventure",6.6
"147","Animation",6.6
"148","Comedy",6.6
"149","Family",6.6
"150","Fantasy",6.6
"151","Action",6.6
"152","Adventure",6.6
"153","Sci-Fi",6.6
"154","Action",8.1
"155","Crime",8.1
"156","Thriller",8.1
"157","Action",8.1
"158","Adventure",8.1
"159","Horror",8.1
"160","Sci-Fi",8.1
"161","Thriller",8.1
"162","Action",8.1
"163","Adventure",8.1
"164","Fantasy",8.1
"165","Sci-Fi",8.1
"166","Thriller",8.1
"167","Action",8.1
"168","Adventure",8.1
"169","Sci-Fi",8.1
"170","Adventure",8.1
"171","Fantasy",8.1
"172","Drama",6.7
"173","Romance",6.7
"174","Action",6.7
"175","Adventure",6.7
"176","Fantasy",6.7
"177","Romance",6.7
"178","Action",6.7
"179","Adventure",6.7
"180","Sci-Fi",6.7
"181","Action",6.7
"182","Adventure",6.7
"183","Sci-Fi",6.7
"184","Action",6.7
"185","Adventure",6.7
"186","Fantasy",6.7
"187","Adventure",6.7
"188","Animation",6.7
"189","Comedy",6.7
"190","Family",6.7
"191","Fantasy",6.8
"192","Adventure",6.8
"193","Animation",6.8
"194","Comedy",6.8
"195","Family",6.8
"196","Fantasy",6.8
"197","Action",6.8
"198","Adventure",6.8
"199","Sci-Fi",6.8
"200","Thriller",6.8
"201","Adventure",6.8
"202","Animation",6.8
"203","Family",6.8
"204","Sci-Fi",6.8
"205","Action",6.8
"206","Comedy",6.8
"207","Crime",6.8
"208","Thriller",6.8
"209","Action",6.8
"210","Adventure",6.8
"211","Sci-Fi",7.5
"212","Animation",7.5
"213","Drama",7.5
"214","Family",7.5
"215","Fantasy",7.5
"216","Action",7.5
"217","Adventure",7.5
"218","Sci-Fi",7.5
"219","Action",7.5
"220","Adventure",7.5
"221","Drama",7.5
"222","Romance",7.5
"223","Adventure",7.5
"224","Family",7.5
"225","Fantasy",7.5
"226","Action",7.5
"227","Adventure",7.5
"228","Sci-Fi",7.5
"229","Action",7.5
"230","Crime",7.5
"231","Drama",7.5
"232","Thriller",7
"233","Adventure",7
"234","Animation",7
"235","Comedy",7
"236","Family",7
"237","Action",7
"238","Adventure",7
"239","Animation",7
"240","Comedy",7
"241","Family",7
"242","Sci-Fi",7
"243","Action",7
"244","Adventure",7
"245","Sci-Fi",7
"246","Adventure",7
"247","Drama",7
"248","Family",7
"249","Mystery",7
"250","Action",7
"251","Comedy",7
"252","Sci-Fi",7
"253","Western",7
"254","Action",6.7
"255","Adventure",6.7
"256","Fantasy",6.7
"257","Horror",6.7
"258","Thriller",6.7
"259","Action",6.7
"260","Adventure",6.7
"261","Comedy",6.7
"262","Sci-Fi",6.7
"263","Comedy",6.7
"264","Family",6.7
"265","Fantasy",6.7
"266","Action",6.7
"267","Adventure",6.7
"268","Sci-Fi",6.7
"269","Action",6.7
"270","Adventure",6.7
"271","Sci-Fi",6.7
"272","Thriller",6.7
"273","Action",6.7
"274","Adventure",6.7
"275","Sci-Fi",6.7
"276","Thriller",6.7
"277","Adventure",7.9
"278","Animation",7.9
"279","Comedy",7.9
"280","Drama",7.9
"281","Family",7.9
"282","Fantasy",7.9
"283","Adventure",7.9
"284","Drama",7.9
"285","Family",7.9
"286","Fantasy",7.9
"287","Action",7.9
"288","Adventure",7.9
"289","Sci-Fi",7.9
"290","Action",7.9
"291","Adventure",7.9
"292","Drama",7.9
"293","Fantasy",7.9
"294","Action",7.9
"295","Adventure",7.9
"296","Family",7.9
"297","Fantasy",7.9
"298","Romance",7.9
"299","Action",7.9
"300","Adventure",7.9
"301","Drama",6.1
"302","Sci-Fi",6.1
"303","Action",6.1
"304","Adventure",6.1
"305","Romance",6.1
"306","Sci-Fi",6.1
"307","Action",6.1
"308","Adventure",6.1
"309","Drama",6.1
"310","Fantasy",6.1
"311","Action",6.1
"312","Adventure",6.1
"313","Sci-Fi",6.1
"314","Adventure",6.1
"315","Animation",6.1
"316","Comedy",6.1
"317","Family",6.1
"318","Fantasy",6.1
"319","Action",6.1
"320","Adventure",6.1
"321","Family",6.1
"322","Mystery",6.1
"323","Sci-Fi",6.1
"324","Action",6.1
"325","Adventure",6.1
"326","Animation",7.2
"327","Comedy",7.2
"328","Drama",7.2
"329","Family",7.2
"330","Sci-Fi",7.2
"331","Adventure",7.2
"332","Animation",7.2
"333","Comedy",7.2
"334","Family",7.2
"335","Sci-Fi",7.2
"336","Adventure",7.2
"337","Animation",7.2
"338","Family",7.2
"339","Fantasy",7.2
"340","Action",7.2
"341","Adventure",7.2
"342","Sci-Fi",7.2
"343","Adventure",7.2
"344","Animation",7.2
"345","Family",7.2
"346","Fantasy",7.2
"347","Action",7.2
"348","Sci-Fi",7.2
"349","Action",7.2
"350","Adventure",7.2
"351","Sci-Fi",7.2
"352","Adventure",7.7
"353","Drama",7.7
"354","Sci-Fi",7.7
"355","Action",7.7
"356","Adventure",7.7
"357","Sci-Fi",7.7
"358","Thriller",7.7
"359","Action",7.7
"360","Adventure",7.7
"361","Drama",7.7
"362","Horror",7.7
"363","Sci-Fi",7.7
"364","Adventure",7.7
"365","Fantasy",7.7
"366","Action",7.7
"367","Crime",7.7
"368","Thriller",7.7
"369","Drama",7.7
"370","Fantasy",7.7
"371","Romance",7.7
"372","Action",7.7
"373","Adventure",7.7
"374","Sci-Fi",7.7
"375","Adventure",7.7
"376","Sci-Fi",7.7
"377","Action",7.7
"378","Adventure",7.7
"379","Family",8.2
"380","Fantasy",8.2
"381","Action",8.2
"382","Adventure",8.2
"383","Drama",8.2
"384","Thriller",8.2
"385","Adventure",8.2
"386","Family",8.2
"387","Fantasy",8.2
"388","Adventure",8.2
"389","Animation",8.2
"390","Comedy",8.2
"391","Family",8.2
"392","Fantasy",8.2
"393","Action",8.2
"394","Adventure",8.2
"395","Fantasy",8.2
"396","Action",8.2
"397","Adventure",8.2
"398","Sci-Fi",8.2
"399","Adventure",8.2
"400","Family",8.2
"401","Fantasy",8.2
"402","Action",8.2
"403","Drama",8.2
"404","History",8.2
"405","Romance",8.2
"406","War",8.2
"407","Action",5.9
"408","Adventure",5.9
"409","Sci-Fi",5.9
"410","Action",5.9
"411","Adventure",5.9
"412","Biography",5.9
"413","Drama",5.9
"414","History",5.9
"415","Romance",5.9
"416","War",5.9
"417","Adventure",5.9
"418","Family",5.9
"419","Fantasy",5.9
"420","Mystery",5.9
"421","Adventure",5.9
"422","Family",5.9
"423","Fantasy",5.9
"424","Mystery",5.9
"425","Action",5.9
"426","Drama",5.9
"427","Drama",5.9
"428","Horror",5.9
"429","Sci-Fi",5.9
"430","Adventure",5.9
"431","Comedy",5.9
"432","Family",5.9
"433","Fantasy",5.9
"434","Animation",5.9
"435","Comedy",5.9
"436","Family",7
"437","Fantasy",7
"438","Action",7
"439","Adventure",7
"440","Action",7
"441","Adventure",7
"442","Animation",7
"443","Comedy",7
"444","Family",7
"445","Adventure",7
"446","Comedy",7
"447","Family",7
"448","Fantasy",7
"449","Action",7
"450","Adventure",7
"451","Fantasy",7
"452","Sci-Fi",7
"453","Thriller",7
"454","Action",7
"455","Sci-Fi",7
"456","Adventure",7
"457","Animation",7
"458","Comedy",7
"459","Family",7
"460","Fantasy",7
"461","Musical",7
"462","Action",7
"463","Sci-Fi",7
"464","Action",7
"465","Adventure",7
"466","Fantasy",7.8
"467","Action",7.8
"468","Adventure",7.8
"469","Sci-Fi",7.8
"470","Thriller",7.8
"471","Mystery",7.8
"472","Thriller",7.8
"473","Action",7.8
"474","Adventure",7.8
"475","Fantasy",7.8
"476","Adventure",7.8
"477","Animation",7.8
"478","Comedy",7.8
"479","Drama",7.8
"480","Family",7.8
"481","Action",7.8
"482","Adventure",7.8
"483","Animation",7.8
"484","Comedy",7.8
"485","Family",7.8
"486","Fantasy",7.8
"487","Sci-Fi",7.8
"488","Action",7.8
"489","Adventure",7.8
"490","Fantasy",7.8
"491","Comedy",7.8
"492","Fantasy",7.8
"493","Horror",7.8
"494","Action",7.8
"495","Adventure",7.8
"496","Thriller",7.8
"497","Drama",7.3
"498","Fantasy",7.3
"499","Horror",7.3
"500","Thriller",7.3
"501","Action",7.3
"502","Adventure",7.3
"503","Drama",7.3
"504","Romance",7.3
"505","Adventure",7.3
"506","Animation",7.3
"507","Comedy",7.3
"508","Family",7.3
"509","Action",7.3
"510","Adventure",7.3
"511","Animation",7.3
"512","Comedy",7.3
"513","Family",7.3
"514","Action",7.3
"515","Adventure",7.3
"516","Family",7.3
"517","Fantasy",7.3
"518","Action",7.3
"519","Adventure",7.3
"520","Thriller",7.3
"521","Action",7.3
"522","Drama",7.3
"523","Thriller",7.3
"524","Action",7.3
"525","Adventure",7.3
"526","Animation",7.3
"527","Comedy",7.3
"528","Family",7.3
"529","Sci-Fi",7.2
"530","Adventure",7.2
"531","Animation",7.2
"532","Comedy",7.2
"533","Family",7.2
"534","Adventure",7.2
"535","Family",7.2
"536","Fantasy",7.2
"537","Adventure",7.2
"538","Animation",7.2
"539","Comedy",7.2
"540","Family",7.2
"541","Sci-Fi",7.2
"542","Adventure",7.2
"543","Adventure",7.2
"544","Animation",7.2
"545","Comedy",7.2
"546","Family",7.2
"547","Action",7.2
"548","Adventure",7.2
"549","Thriller",7.2
"550","Action",7.2
"551","Comedy",7.2
"552","Fantasy",7.2
"553","Sci-Fi",7.2
"554","Action",7.2
"555","Adventure",7.2
"556","Sci-Fi",7.2
"557","Thriller",7.2
"558","Action",7.2
"559","Adventure",7.2
"560","Comedy",7.2
"561","Family",7.2
"562","Fantasy",6.5
"563","Mystery",6.5
"564","Sci-Fi",6.5
"565","Action",6.5
"566","Adventure",6.5
"567","Animation",6.5
"568","Fantasy",6.5
"569","Action",6.5
"570","Adventure",6.5
"571","Animation",6.5
"572","Comedy",6.5
"573","Family",6.5
"574","Action",6.5
"575","Adventure",6.5
"576","Thriller",6.5
"577","Adventure",6.5
"578","Animation",6.5
"579","Family",6.5
"580","Fantasy",6.5
"581","Comedy",6.5
"582","Crime",6.5
"583","Action",6.5
"584","Drama",6.5
"585","History",6.5
"586","War",6.5
"587","Action",6.5
"588","Adventure",6.5
"589","Drama",6.5
"590","Action",6.5
"591","Adventure",6.5
"592","Sci-Fi",6.5
"593","Action",6.5
"594","Adventure",6.5
"595","Fantasy",6.5
"596","Romance",6.8
"597","Action",6.8
"598","Adventure",6.8
"599","Animation",6.8
"600","Comedy",6.8
"601","Family",6.8
"602","Fantasy",6.8
"603","Action",6.8
"604","Adventure",6.8
"605","Fantasy",6.8
"606","Action",6.8
"607","Adventure",6.8
"608","Sci-Fi",6.8
"609","Thriller",6.8
"610","Action",6.8
"611","Drama",6.8
"612","Mystery",6.8
"613","Sci-Fi",6.8
"614","Action",6.8
"615","Crime",6.8
"616","Thriller",6.8
"617","Action",6.8
"618","Sci-Fi",6.8
"619","Action",6.8
"620","Adventure",6.8
"621","Sci-Fi",6.8
"622","Thriller",6.8
"623","Action",6.8
"624","Adventure",6.8
"625","Comedy",6.8
"626","Thriller",6.8
"627","Action",6.8
"628","Adventure",6.8
"629","Animation",6.8
"630","Fantasy",6.8
"631","Romance",7.3
"632","Sci-Fi",7.3
"633","Action",7.3
"634","Adventure",7.3
"635","Sci-Fi",7.3
"636","Action",7.3
"637","Adventure",7.3
"638","Thriller",7.3
"639","Action",7.3
"640","Adventure",7.3
"641","Drama",7.3
"642","History",7.3
"643","War",7.3
"644","Adventure",7.3
"645","Drama",7.3
"646","Fantasy",7.3
"647","Romance",7.3
"648","Animation",7.3
"649","Comedy",7.3
"650","Family",7.3
"651","Musical",7.3
"652","Action",7.3
"653","Adventure",7.3
"654","Sci-Fi",7.3
"655","Action",7.3
"656","Crime",7.3
"657","Drama",7.3
"658","Mystery",7.3
"659","Thriller",7.3
"660","Adventure",7.3
"661","Family",7.3
"662","Fantasy",7.3
"663","Adventure",7.3
"664","Drama",7.3
"665","Thriller",7.3
"666","Western",7.3
"667","Adventure",6
"668","Animation",6
"669","Comedy",6
"670","Family",6
"671","Sport",6
"672","Adventure",6
"673","Animation",6
"674","Comedy",6
"675","Family",6
"676","Western",6
"677","Adventure",6
"678","Animation",6
"679","Comedy",6
"680","Family",6
"681","Action",6
"682","Mystery",6
"683","Thriller",6
"684","Action",6
"685","Adventure",6
"686","Animation",6
"687","Comedy",6
"688","Family",6
"689","Action",6
"690","Adventure",6
"691","Comedy",6
"692","Sci-Fi",6
"693","Adventure",6
"694","Sci-Fi",6
"695","Thriller",6
"696","Adventure",6
"697","Drama",6
"698","Fantasy",6
"699","Romance",6
"700","Adventure",6
"701","Animation",6
"702","Comedy",6
"703","Family",6
"704","Fantasy",5.7
"705","Sci-Fi",5.7
"706","Adventure",5.7
"707","Sci-Fi",5.7
"708","Thriller",5.7
"709","Action",5.7
"710","Comedy",5.7
"711","Crime",5.7
"712","Thriller",5.7
"713","Action",5.7
"714","Adventure",5.7
"715","Animation",5.7
"716","Comedy",5.7
"717","Family",5.7
"718","Fantasy",5.7
"719","Action",5.7
"720","Crime",5.7
"721","Mystery",5.7
"722","Thriller",5.7
"723","Action",5.7
"724","Adventure",5.7
"725","Drama",5.7
"726","Action",5.7
"727","Adventure",5.7
"728","Family",5.7
"729","Mystery",5.7
"730","Adventure",5.7
"731","Family",5.7
"732","Fantasy",5.7
"733","Mystery",5.7
"734","Adventure",5.7
"735","Drama",5.7
"736","Romance",5.7
"737","War",5.7
"738","Action",5.7
"739","Adventure",5.7
"740","Sci-Fi",5.7
"741","Adventure",5.7
"742","Animation",6.4
"743","Family",6.4
"744","Thriller",6.4
"745","Action",6.4
"746","Fantasy",6.4
"747","Adventure",6.4
"748","Comedy",6.4
"749","Family",6.4
"750","Fantasy",6.4
"751","Action",6.4
"752","Animation",6.4
"753","Comedy",6.4
"754","Family",6.4
"755","Sci-Fi",6.4
"756","Adventure",6.4
"757","Family",6.4
"758","Fantasy",6.4
"759","Action",6.4
"760","Comedy",6.4
"761","Fantasy",6.4
"762","Action",6.4
"763","Adventure",6.4
"764","Drama",6.4
"765","Horror",6.4
"766","Sci-Fi",6.4
"767","Action",6.4
"768","Adventure",6.4
"769","Fantasy",6.4
"770","Fantasy",6.4
"771","Adventure",6.4
"772","Sci-Fi",6.4
"773","Thriller",6.4
"774","Mystery",6.4
"775","Thriller",6.4
"776","Adventure",6.4
"777","Animation",6.4
"778","Comedy",6.4
"779","Family",6.4
"780","Musical",6.4
"781","Action",6.7
"782","Adventure",6.7
"783","Fantasy",6.7
"784","Sci-Fi",6.7
"785","Thriller",6.7
"786","Action",6.7
"787","Crime",6.7
"788","Thriller",6.7
"789","Action",6.7
"790","Adventure",6.7
"791","Crime",6.7
"792","Mystery",6.7
"793","Thriller",6.7
"794","Action",6.7
"795","Adventure",6.7
"796","Fantasy",6.7
"797","Action",6.7
"798","Sci-Fi",6.7
"799","Action",6.7
"800","Adventure",6.7
"801","History",6.7
"802","Action",6.7
"803","Adventure",6.7
"804","Thriller",6.7
"805","Action",6.7
"806","Comedy",6.7
"807","Family",6.7
"808","Fantasy",6.7
"809","Action",6.7
"810","Adventure",6.7
"811","Sci-Fi",6.7
"812","Thriller",6.7
"813","Action",6.7
"814","Adventure",6.7
"815","Thriller",6.7
"816","Action",6.7
"817","Adventure",6.7
"818","Drama",6.7
"819","Thriller",6.7
"820","Action",6.7
"821","Adventure",6.8
"822","Sci-Fi",6.8
"823","Thriller",6.8
"824","Adventure",6.8
"825","Drama",6.8
"826","Fantasy",6.8
"827","Action",6.8
"828","Fantasy",6.8
"829","Thriller",6.8
"830","Action",6.8
"831","Thriller",6.8
"832","Action",6.8
"833","Adventure",6.8
"834","Comedy",6.8
"835","Crime",6.8
"836","Adventure",6.8
"837","Mystery",6.8
"838","Sci-Fi",6.8
"839","Adventure",6.8
"840","Animation",6.8
"841","Comedy",6.8
"842","Family",6.8
"843","Fantasy",6.8
"844","Action",6.8
"845","Drama",6.8
"846","Sci-Fi",6.8
"847","Thriller",6.8
"848","Action",6.8
"849","Adventure",6.8
"850","Sci-Fi",6.8
"851","Thriller",6.8
"852","Action",6.8
"853","Crime",6.8
"854","Sci-Fi",6.8
"855","Thriller",6.8
"856","Action",6.8
"857","Family",6.8
"858","Sport",6.8
"859","Comedy",6.8
"860","Drama",6.8
"861","Romance",6.8
"862","Action",6.3
"863","Comedy",6.3
"864","Romance",6.3
"865","Action",6.3
"866","Adventure",6.3
"867","Mystery",6.3
"868","Sci-Fi",6.3
"869","Action",6.3
"870","Adventure",6.3
"871","Fantasy",6.3
"872","Sci-Fi",6.3
"873","Action",6.3
"874","Adventure",6.3
"875","Fantasy",6.3
"876","Sci-Fi",6.3
"877","Adventure",6.3
"878","Animation",6.3
"879","Comedy",6.3
"880","Family",6.3
"881","Fantasy",6.3
"882","Action",6.3
"883","Adventure",6.3
"884","Sci-Fi",6.3
"885","Thriller",6.3
"886","Action",6.3
"887","Adventure",6.3
"888","Fantasy",6.3
"889","Sci-Fi",6.3
"890","Adventure",6.3
"891","Animation",6.3
"892","Comedy",6.3
"893","Family",6.3
"894","Fantasy",6.3
"895","Adventure",6.3
"896","Comedy",6.3
"897","Family",6.3
"898","Fantasy",6.3
"899","Action",6.3
"900","Drama",6.3
"901","War",6.3
"902","Action",6.3
"903","Adventure",6.3
"904","Drama",5.6
"905","Fantasy",5.6
"906","Action",5.6
"907","Adventure",5.6
"908","Comedy",5.6
"909","Sci-Fi",5.6
"910","Adventure",5.6
"911","Drama",5.6
"912","Sci-Fi",5.6
"913","Thriller",5.6
"914","Action",5.6
"915","Adventure",5.6
"916","Thriller",5.6
"917","Action",5.6
"918","Adventure",5.6
"919","Comedy",5.6
"920","Sci-Fi",5.6
"921","Action",5.6
"922","Adventure",5.6
"923","Sci-Fi",5.6
"924","Action",5.6
"925","Adventure",5.6
"926","Comedy",5.6
"927","Family",5.6
"928","Fantasy",5.6
"929","Action",5.6
"930","Adventure",5.6
"931","Drama",5.6
"932","Thriller",5.6
"933","Action",5.6
"934","Adventure",5.6
"935","Thriller",5.6
"936","Action",5.6
"937","Drama",5.6
"938","History",5.6
"939","War",5.6
"940","Crime",5.6
"941","Thriller",5.6
"942","Action",5.6
"943","Comedy",5.6
"944","Crime",5.6
"945","Romance",5.6
"946","Thriller",5.6
"947","Adventure",8.3
"948","Sci-Fi",8.3
"949","Thriller",8.3
"950","Biography",8.3
"951","Drama",8.3
"952","Adventure",8.3
"953","Comedy",8.3
"954","Family",8.3
"955","Fantasy",8.3
"956","Action",8.3
"957","Comedy",8.3
"958","Crime",8.3
"959","Sci-Fi",8.3
"960","Thriller",8.3
"961","Action",8.3
"962","Adventure",8.3
"963","Crime",8.3
"964","Action",8.3
"965","Drama",8.3
"966","Fantasy",8.3
"967","War",8.3
"968","Adventure",8.3
"969","Animation",8.3
"970","Comedy",8.3
"971","Family",8.3
"972","Fantasy",8.3
"973","Animation",8.3
"974","Comedy",8.3
"975","Family",8.3
"976","Music",8.3
"977","Western",8.3
"978","Action",8.3
"979","Adventure",8.3
"980","Mystery",8.3
"981","Sci-Fi",8.3
"982","Thriller",8.3
"983","Action",8.3
"984","Drama",8.3
"985","Sci-Fi",8.3
"986","Sport",8.3
"987","Adventure",8.3
"988","Animation",8.3
"989","Comedy",8.3
"990","Family",8.3
"991","Fantasy",6.6
"992","Action",6.6
"993","Crime",6.6
"994","Romance",6.6
"995","Thriller",6.6
"996","Action",6.6
"997","Sci-Fi",6.6
"998","Action",6.6
"999","Adventure",6.6
"1000","Thriller",6.6
"1001","Action",6.6
"1002","Adventure",6.6
"1003","Drama",6.6
"1004","Fantasy",6.6
"1005","Action",6.6
"1006","Adventure",6.6
"1007","Comedy",6.6
"1008","Biography",6.6
"1009","Drama",6.6
"1010","Sport",6.6
"1011","Adventure",6.6
"1012","Comedy",6.6
"1013","Family",6.6
"1014","Fantasy",6.6
"1015","Action",6.6
"1016","Mystery",6.6
"1017","Sci-Fi",6.6
"1018","Thriller",6.6
"1019","Action",6.6
"1020","Adventure",6.6
"1021","Drama",6.6
"1022","History",6.6
"1023","War",6.6
"1024","Adventure",6.6
"1025","Comedy",6.6
"1026","Family",6.6
"1027","Fantasy",6.6
"1028","Animation",6.6
"1029","Family",6.6
"1030","Fantasy",6.6
"1031","Musical",6.6
"1032","Romance",6.6
"1033","Adventure",6.6
"1034","Drama",6.6
"1035","Sci-Fi",6.6
"1036","Comedy",7.2
"1037","Action",7.2
"1038","Adventure",7.2
"1039","Romance",7.2
"1040","Sci-Fi",7.2
"1041","Thriller",7.2
"1042","Comedy",7.2
"1043","Romance",7.2
"1044","Action",7.2
"1045","Crime",7.2
"1046","Thriller",7.2
"1047","Action",7.2
"1048","Drama",7.2
"1049","Romance",7.2
"1050","Action",7.2
"1051","Mystery",7.2
"1052","Sci-Fi",7.2
"1053","Thriller",7.2
"1054","Adventure",7.2
"1055","Family",7.2
"1056","Fantasy",7.2
"1057","Mystery",7.2
"1058","Action",7.2
"1059","Adventure",7.2
"1060","Thriller",7.2
"1061","Action",7.2
"1062","Adventure",7.2
"1063","Sci-Fi",7.2
"1064","Thriller",7.2
"1065","Action",7.2
"1066","Sci-Fi",7.2
"1067","Biography",7.2
"1068","Crime",7.2
"1069","Drama",7.2
"1070","History",7.2
"1071","Romance",7.2
"1072","Biography",7.2
"1073","Crime",7.2
"1074","Drama",7.2
"1075","Action",7.2
"1076","Comedy",7.2
"1077","Thriller",7.2
"1078","Action",7.2
"1079","Crime",7.2
"1080","Thriller",7.2
"1081","Comedy",7.2
"1082","Romance",7
"1083","Action",7
"1084","Comedy",7
"1085","Crime",7
"1086","Action",7
"1087","Drama",7
"1088","Mystery",7
"1089","Thriller",7
"1090","Drama",7
"1091","Western",7
"1092","Animation",7
"1093","Drama",7
"1094","Family",7
"1095","Musical",7
"1096","Romance",7
"1097","Adventure",7
"1098","Animation",7
"1099","Comedy",7
"1100","Family",7
"1101","Fantasy",7
"1102","Action",7
"1103","Adventure",7
"1104","Thriller",7
"1105","Action",7
"1106","Adventure",7
"1107","Comedy",7
"1108","Family",7
"1109","Mystery",7
"1110","Action",7
"1111","Adventure",7
"1112","Family",7
"1113","Fantasy",7
"1114","Adventure",7
"1115","Drama",7
"1116","Family",7
"1117","Fantasy",7
"1118","Adventure",7
"1119","Family",7
"1120","Fantasy",7
"1121","Adventure",7
"1122","Animation",7
"1123","Family",7
"1124","Fantasy",7
"1125","Action",7
"1126","Romance",7
"1127","Thriller",7
"1128","Action",7
"1129","Fantasy",8
"1130","Horror",8
"1131","Mystery",8
"1132","Adventure",8
"1133","Drama",8
"1134","Thriller",8
"1135","Biography",8
"1136","Comedy",8
"1137","Crime",8
"1138","Drama",8
"1139","Action",8
"1140","Adventure",8
"1141","Fantasy",8
"1142","Action",8
"1143","Sci-Fi",8
"1144","War",8
"1145","Drama",8
"1146","Sci-Fi",8
"1147","Action",8
"1148","Adventure",8
"1149","Animation",8
"1150","Family",8
"1151","Fantasy",8
"1152","Action",8
"1153","Crime",8
"1154","Fantasy",8
"1155","Romance",8
"1156","Thriller",8
"1157","Action",8
"1158","Adventure",8
"1159","Adventure",8
"1160","Animation",8
"1161","Family",8
"1162","Sci-Fi",8
"1163","Adventure",8
"1164","Comedy",8
"1165","Sci-Fi",8
"1166","Action",8
"1167","Adventure",8
"1168","Thriller",8
"1169","Action",8
"1170","Crime",8
"1171","Sport",8
"1172","Thriller",8
"1173","Comedy",8
"1174","Family",8
"1175","Fantasy",8
"1176","Action",8
"1177","Adventure",7.8
"1178","Biography",7.8
"1179","Drama",7.8
"1180","History",7.8
"1181","Thriller",7.8
"1182","Action",7.8
"1183","Comedy",7.8
"1184","Sci-Fi",7.8
"1185","Action",7.8
"1186","Drama",7.8
"1187","Thriller",7.8
"1188","War",7.8
"1189","Adventure",7.8
"1190","Animation",7.8
"1191","Comedy",7.8
"1192","Family",7.8
"1193","Drama",7.8
"1194","Mystery",7.8
"1195","Thriller",7.8
"1196","Action",7.8
"1197","Adventure",7.8
"1198","Fantasy",7.8
"1199","Thriller",7.8
"1200","Crime",7.8
"1201","Drama",7.8
"1202","Drama",7.8
"1203","History",7.8
"1204","Romance",7.8
"1205","War",7.8
"1206","Animation",7.8
"1207","Comedy",7.8
"1208","Family",7.8
"1209","Sport",7.8
"1210","Comedy",7.8
"1211","Sci-Fi",7.8
"1212","Thriller",7.8
"1213","Drama",7.8
"1214","History",7.8
"1215","War",7.8
"1216","Comedy",7.8
